item_activity,amount,date,farm_owner_id
duck Investment,3326.82,13/05/22,45
fertilizer spreader Investment,6040.68,10/05/23,72
hen Harvest,2801.03,29/07/23,54
rice Investment,6426.17,07/06/23,17
cows Investment,5116,29/10/23,76
fish Harvest,6221.38,14/02/23,88
seed drill Harvest,9986.35,01/09/23,72
sprayer Investment,854.24,11/04/22,12
buffalo Harvest,5406.57,07/03/23,90
rice Investment,3525.73,09/01/23,37
fertilizer spreader Investment,2764.1,01/03/23,26
goat Harvest,7625.69,15/08/23,97
cotton Harvest,5453.63,01/10/22,99
vegetable Harvest,3652.64,13/10/22,91
tea Harvest,8701.1,29/11/22,7
poultry Harvest,8303.96,26/02/23,40
horse Harvest,8994.23,03/08/23,39
rubber Investment,9332.44,09/04/23,32
cows Investment,2089.56,25/03/22,35
poultry Investment,5076.27,11/04/22,7
sprayer Investment,6082.43,04/05/23,85
pig Harvest,8003.68,28/07/22,86
millets Investment,5644.44,14/05/22,95
groundnut Investment,3108.38,26/05/24,9
cow Harvest,9331.86,16/07/23,22
millets Investment,8734.02,25/05/22,36
horse Investment,7805.48,02/10/23,57
tea Harvest,4772.74,29/06/22,87
seed drill Harvest,7619.89,12/02/24,50
vegetable Harvest,8113.12,29/11/23,33
poultry Harvest,4534.13,03/03/23,93
coconut Harvest,3247.34,10/12/22,19
fish Harvest,394.27,15/07/22,31
harvester Investment,5146.44,15/10/23,1
pulses Harvest,5978.3,07/02/24,65
turkey Harvest,5809.69,15/04/24,30
coffee Harvest,489.92,29/01/22,96
cotton Investment,9096.97,10/03/23,1
poultry Investment,1718.13,15/01/22,94
rubber Harvest,3599.89,19/05/24,59
rubber Investment,136.86,26/03/24,5
seed drill Harvest,264.82,05/06/23,78
rubber Investment,5737.21,30/03/24,17
buffalo Harvest,5312.99,19/06/24,27
turkey Investment,5720.6,06/04/22,99
coconut Harvest,9698.72,03/09/23,59
turkey Harvest,913.64,01/07/23,20
pig Investment,2606.56,04/02/24,45
hen Investment,1099.66,10/01/22,23
horse Investment,6242.79,05/11/22,7
groundnut Investment,4782.18,04/12/22,77
tea Harvest,5393.88,24/01/23,41
hen Investment,768.91,12/10/22,1
irrigation system Harvest,4910.38,19/05/24,42
groundnut Harvest,7990.12,07/05/22,29
cow Harvest,6251.81,27/06/22,64
fertilizer spreader Investment,3829.73,01/02/22,100
rubber Investment,7055.57,30/12/22,20
irrigation system Harvest,3909.2,26/07/23,7
vegetable Investment,1178.71,14/06/22,59
duck Investment,3900.27,27/12/22,52
pig Harvest,5971.39,18/08/22,10
sprayer Investment,3777.43,04/11/22,18
sugarcane Harvest,477.01,15/02/23,84
goat Investment,1582.67,16/08/23,87
millets Harvest,6974.29,07/01/24,20
coconut Investment,1954,13/05/22,66
millets Investment,6431.93,17/03/24,96
cows Investment,1369.57,04/09/22,1
seed drill Harvest,9161.69,02/06/22,76
cotton Harvest,9729.33,22/01/23,73
horse Investment,3840.18,09/12/23,49
poultry Harvest,2223.62,29/05/24,13
rice Harvest,9814.4,30/07/23,64
buffalo Harvest,7121.36,31/08/22,88
tractor Harvest,5716,27/05/23,34
wheat Harvest,4704.28,04/06/24,84
tea Investment,8452.3,06/04/24,73
fish Investment,176.53,12/11/23,46
plough Harvest,5660.54,31/03/23,37
fruit Harvest,7554.36,09/01/23,49
cotton Harvest,7877.68,24/08/22,29
fertilizer spreader Investment,1500.99,25/06/23,61
sugarcane Investment,8377.13,19/09/22,37
pig Investment,2292.84,19/05/22,69
groundnut Investment,6811.53,14/03/24,24
cows Investment,3867.89,05/07/23,66
tea Investment,1848.26,11/06/24,11
fish Investment,376.36,21/04/22,52
tractor Harvest,6758.6,12/04/24,44
goat Investment,6956.14,30/04/24,89
maize Harvest,3232.07,03/12/22,75
wheat Harvest,4452.85,18/09/22,64
poultry Investment,7452.71,15/01/22,11
pulses Investment,7792.77,30/03/23,24
vegetable Harvest,9204.77,02/04/24,76
sprayer Investment,5227.5,22/10/23,100
wheat Investment,604.98,17/03/24,37
wheat Investment,8368.85,23/05/24,36
maize Harvest,1823.52,20/06/22,84
poultry Investment,5438.16,28/08/22,53
vegetable Harvest,2997.62,04/06/24,18
horse Harvest,7820.91,02/03/24,32
rubber Investment,166.86,01/02/24,91
goat Harvest,9803.37,27/12/23,88
rubber Investment,6835.45,26/08/22,51
cow Investment,2755.11,26/11/22,46
wheat Harvest,1430.81,28/05/22,81
pig Investment,6457,06/07/22,98
harvester Investment,8123.17,23/04/22,98
vegetable Harvest,8417.56,21/06/22,13
fruit Harvest,4175.57,05/08/23,35
tractor Investment,9656.27,01/04/22,46
cow Investment,6353.43,26/09/23,55
fruit Investment,3240.95,21/01/24,52
harvester Investment,6414.55,29/08/23,43
buffalo Investment,2644.98,08/03/23,79
duck Harvest,3552.2,27/12/23,22
goats Investment,9458.43,27/05/24,25
sprayer Harvest,5920.9,27/11/23,52
wheat Investment,4241.04,15/12/23,39
groundnut Investment,4898.84,09/09/23,42
sprayer Investment,9146.64,17/01/22,38
maize Harvest,326.92,20/12/22,50
sprayer Harvest,5750.85,26/03/23,14
seed drill Harvest,6660.16,06/03/23,75
millets Investment,9890.64,02/01/23,57
irrigation system Harvest,7453.77,20/03/24,75
horse Harvest,8689.22,06/06/24,52
tea Harvest,3080.6,30/06/22,67
pulses Investment,5175.12,23/04/24,37
rice Investment,7494.71,03/04/23,75
vegetable Investment,7667.7,18/11/22,49
rubber Investment,2204.99,03/10/22,83
sprayer Harvest,8366.82,05/01/24,60
goat Investment,7273.41,02/03/24,45
rice Harvest,5317.67,27/04/24,56
cotton Investment,8417.04,14/06/22,22
harvester Investment,930.4,11/08/22,16
irrigation system Harvest,6093.09,03/11/22,56
duck Investment,2120.16,18/12/23,37
maize Investment,5724.46,09/06/22,63
seed drill Investment,2101.19,03/10/22,36
sugarcane Investment,3998.16,05/03/22,18
vegetable Investment,5621.97,18/03/23,24
groundnut Harvest,9515.49,26/02/22,5
cow Investment,1506.68,01/04/24,22
coconut Harvest,9507.92,21/07/23,40
fish Harvest,1443.62,11/02/24,74
cows Harvest,2547.05,30/11/22,5
seed drill Harvest,8551.57,23/03/24,77
pig Harvest,6765.32,24/03/22,17
pulses Harvest,1599,28/08/23,10
sugarcane Harvest,2509.07,21/08/23,61
fruit Harvest,6218.13,10/12/22,21
sheep Investment,3381.51,25/02/24,14
coffee Harvest,1944.88,26/03/22,17
rice Investment,3715.63,22/05/23,99
cotton Investment,9932.38,10/02/22,31
sugarcane Harvest,2954.51,06/04/22,48
groundnut Investment,6717.19,29/06/23,52
buffalo Investment,9251.22,16/08/23,48
pig Investment,8104.93,12/04/24,35
horse Harvest,8889.75,25/11/23,30
vegetable Harvest,4889.28,26/09/22,69
vegetable Investment,9003.65,10/07/22,98
groundnut Investment,686.42,28/09/23,47
groundnut Investment,607.84,12/10/23,98
buffalo Harvest,3228.5,01/07/23,94
fish Harvest,4332.41,22/09/22,98
pig Investment,2771.01,13/07/23,35
coconut Investment,8232.6,25/05/23,22
cows Harvest,8219.34,09/04/23,63
pulses Investment,7838.41,07/01/22,92
coconut Harvest,7348.42,18/06/22,47
sheep Harvest,1480.11,15/02/23,98
cotton Investment,9708.77,18/03/23,81
cotton Harvest,2103.03,18/02/22,49
maize Harvest,8302.64,28/05/23,54
pig Harvest,6078.07,14/12/23,39
goat Investment,3613.99,21/05/24,9
rice Harvest,5215.78,21/08/22,32
fertilizer spreader Investment,9620.31,06/11/23,64
fertilizer spreader Harvest,9798.79,01/05/24,17
fish Harvest,8447.29,09/03/23,11
cows Harvest,9925.67,08/09/23,23
hen Harvest,1397.88,22/09/23,35
groundnut Harvest,8265.58,07/03/23,37
seed drill Harvest,9616.14,15/05/24,28
cows Harvest,9712.43,12/07/23,56
wheat Investment,3381.95,24/01/23,29
rice Harvest,9835.61,06/07/23,38
maize Harvest,6614.3,08/05/24,92
sprayer Harvest,7583.01,30/04/24,50
poultry Harvest,139.58,13/04/23,17
harvester Harvest,6041.25,22/07/22,93
fertilizer spreader Harvest,2191.93,08/09/23,98
sugarcane Investment,9863.78,29/02/24,62
plough Investment,3864.13,08/08/23,35
coffee Harvest,7592.9,03/07/22,26
seed drill Investment,9083.29,29/03/22,76
fertilizer spreader Harvest,1538.87,27/02/23,22
buffalo Harvest,7700.7,20/02/24,6
hen Harvest,3949.49,21/06/23,23
cotton Investment,7175.51,18/06/22,94
rubber Investment,9676.06,15/05/22,15
fish Harvest,9377.99,11/09/22,87
buffalo Investment,7862.97,30/05/23,75
harvester Investment,8795.06,20/12/22,53
rubber Investment,7832.92,19/08/23,58
cow Investment,9993.72,27/07/23,65
sugarcane Investment,8775.23,05/01/23,49
millets Investment,7979.6,01/01/24,28
rice Investment,3973.47,11/06/24,9
rice Harvest,7180.58,18/06/24,32
tractor Harvest,7131.4,14/03/22,72
turkey Harvest,5799.15,04/04/24,88
seed drill Investment,6750.12,09/02/24,35
cotton Investment,1469.82,19/11/22,82
hen Harvest,7312.79,19/01/24,53
fertilizer spreader Harvest,9326.76,15/02/23,91
poultry Harvest,4663.03,10/02/23,99
cows Investment,7437.45,27/01/24,96
pulses Harvest,8522.89,21/02/23,89
harvester Harvest,7496.39,23/05/23,81
turkey Investment,682.64,09/01/22,28
harvester Harvest,5550.31,19/12/22,43
duck Investment,3414.56,03/05/24,50
fertilizer spreader Investment,6701.28,03/03/22,22
duck Harvest,1414.55,13/07/22,67
buffalo Investment,7623.13,11/01/23,15
rubber Investment,7985.69,19/04/23,57
fish Harvest,5212.14,14/02/22,34
irrigation system Investment,7518.94,10/12/22,45
goat Harvest,5604.2,05/11/23,61
goat Harvest,4162.6,13/02/23,64
fertilizer spreader Harvest,9663.58,27/04/22,35
pulses Harvest,527.31,28/08/22,67
plough Harvest,3275.04,12/06/24,80
fertilizer spreader Harvest,4408.9,28/09/23,39
sugarcane Harvest,5478.35,01/02/23,58
vegetable Investment,2709.55,06/06/24,88
rubber Investment,5186.4,09/10/23,11
cow Harvest,8103.8,22/12/23,51
fruit Investment,5492.47,17/10/22,34
tractor Harvest,7797.17,10/06/24,72
sheep Investment,6345.33,05/07/23,85
wheat Investment,2903.65,28/10/22,79
turkey Investment,6462.78,28/03/24,57
duck Harvest,6742.15,08/10/22,71
seed drill Harvest,3441.09,10/05/22,27
wheat Investment,1054.27,22/09/23,72
wheat Harvest,5563.09,20/02/24,23
plough Harvest,3557.99,18/08/22,84
vegetable Investment,1472.38,11/03/23,3
fish Harvest,4983.17,26/02/24,53
groundnut Investment,636.71,31/05/22,56
tea Harvest,5501.15,25/08/23,76
fish Harvest,8950.72,27/01/23,30
tractor Investment,1550.17,13/05/24,90
sprayer Investment,526.12,21/01/22,50
plough Harvest,4350.66,11/11/22,26
millets Harvest,1530.1,02/07/23,40
sheep Investment,5965.66,03/12/23,13
sprayer Harvest,1079.92,20/08/23,12
goat Investment,9400.95,03/06/24,14
tea Investment,5891.36,17/01/22,97
sheep Harvest,2320.3,10/06/22,98
vegetable Harvest,8290.17,08/05/23,19
horse Investment,2076.99,02/01/22,63
hen Investment,6510.9,28/10/22,70
goats Investment,9956.73,06/03/22,71
pig Investment,7582.94,18/06/23,96
irrigation system Investment,8486.07,07/02/22,55
fish Harvest,6834.78,28/05/24,95
turkey Investment,6853.45,30/01/22,44
buffalo Investment,2928.12,06/05/22,87
vegetable Harvest,103.82,02/09/22,80
harvester Harvest,4007.07,25/08/23,27
goat Harvest,9851.75,06/05/22,86
duck Investment,1697.98,11/10/22,2
goat Investment,7017.14,21/07/22,24
hen Harvest,1597.24,03/11/22,43
millets Harvest,1742.7,18/04/24,9
tractor Harvest,8376.64,15/11/22,19
cow Investment,1776.18,12/10/23,68
horse Investment,2568.49,01/08/23,5
irrigation system Harvest,1674.37,17/05/22,69
coconut Investment,9032.28,03/12/22,43
cows Investment,4227.7,29/01/23,50
coconut Harvest,9658.43,19/08/23,30
pig Investment,819.67,08/08/22,1
plough Harvest,1303.67,22/08/23,68
goat Investment,8446.13,16/11/23,92
duck Investment,1849.93,04/02/23,35
buffalo Harvest,999.84,05/10/22,86
wheat Investment,5508.62,12/02/22,64
goats Investment,907.37,25/05/24,95
duck Investment,5745.73,16/05/23,24
fish Harvest,220.25,18/02/22,67
sugarcane Harvest,3333.6,27/09/22,59
pig Investment,6043.26,26/12/22,70
coffee Harvest,8030.52,08/10/22,77
seed drill Investment,3003.57,18/08/23,81
harvester Investment,1705.07,04/10/22,100
groundnut Investment,4040.88,12/05/22,3
hen Harvest,6546.65,21/09/22,23
rubber Harvest,5531.37,26/04/24,4
pulses Investment,1327.84,26/08/23,16
rice Investment,7013.57,31/05/24,54
tractor Investment,717.81,28/11/22,92
vegetable Harvest,2207.77,04/04/24,92
tea Harvest,7541.92,08/01/24,11
poultry Harvest,7512.18,31/03/24,29
plough Investment,8879.38,06/10/23,48
goats Harvest,2137.76,24/09/22,47
groundnut Harvest,7363.66,21/02/22,74
cows Harvest,6579.52,25/01/22,86
rubber Harvest,7451.96,10/07/22,22
wheat Harvest,9048.66,04/05/22,17
groundnut Harvest,2141.58,08/05/23,60
rice Harvest,2387.17,16/03/24,15
wheat Harvest,7287.2,11/03/22,63
fish Harvest,3616.42,20/08/23,1
poultry Investment,7147.71,20/04/22,98
tea Harvest,9666.35,22/06/23,28
seed drill Investment,8822.82,29/10/23,16
cow Harvest,4499.77,20/03/22,34
wheat Investment,351.03,17/09/23,41
maize Harvest,2963.71,27/02/23,76
pulses Investment,4627.86,17/07/22,93
cow Harvest,5291.68,17/04/24,29
irrigation system Investment,3979.24,15/05/23,90
cow Harvest,7770.69,01/05/23,46
cotton Harvest,8074.59,11/05/24,22
cows Harvest,116.35,27/01/23,61
millets Investment,4120.71,30/09/22,96
seed drill Harvest,8069.1,13/03/23,100
vegetable Harvest,8547.57,20/03/22,58
pig Investment,5383.47,25/03/24,80
wheat Harvest,9282.09,01/02/22,86
sheep Investment,9178.68,08/07/23,21
rice Harvest,6967.79,05/05/22,58
goat Investment,3092.5,02/12/23,88
fish Harvest,3516.35,23/07/23,54
cow Investment,228.69,23/05/22,34
goat Harvest,4793.16,11/01/23,16
seed drill Investment,5819.21,31/10/22,21
groundnut Harvest,697.82,03/03/23,65
maize Investment,2551.22,24/06/22,53
coconut Harvest,7176.45,09/02/24,43
pig Harvest,2846.24,26/01/23,38
cotton Investment,9011.51,01/03/22,89
sprayer Harvest,1482.93,11/05/22,77
seed drill Harvest,5078.82,02/06/24,16
poultry Investment,6537.7,20/07/22,100
fertilizer spreader Harvest,2892.87,18/02/22,72
seed drill Investment,4309.92,19/10/22,77
turkey Investment,7952.7,25/02/23,27
pulses Harvest,4331.8,06/10/22,39
irrigation system Harvest,1421.5,29/06/23,31
millets Harvest,6558.49,08/10/23,2
cotton Investment,4281.35,19/02/24,88
irrigation system Harvest,8297.5,18/08/22,75
cows Harvest,7822.83,09/10/22,89
tractor Investment,4283.62,28/10/23,22
wheat Harvest,348.19,13/05/24,68
duck Investment,3732.84,31/12/23,47
cow Harvest,3277.62,04/11/23,45
coffee Harvest,2012.81,30/06/23,14
rubber Investment,4807.44,27/10/23,14
coconut Investment,2352.95,12/08/23,28
buffalo Investment,1380.5,05/05/22,43
plough Harvest,9651.43,26/04/24,85
wheat Investment,1060.87,10/03/23,63
coconut Harvest,2641.86,14/10/22,91
coffee Investment,736.75,30/03/24,66
tractor Investment,7386.28,28/07/23,75
goat Harvest,2235.75,31/08/22,52
wheat Investment,608.63,04/05/22,30
vegetable Investment,4547.89,12/09/23,56
pulses Harvest,7871.41,21/10/23,69
seed drill Harvest,4075.16,19/01/22,67
cow Harvest,7309.71,01/07/23,10
hen Investment,8479.91,10/05/23,84
turkey Harvest,9784.77,27/09/22,1
wheat Investment,646.56,30/04/22,30
maize Harvest,7871.91,20/04/22,87
poultry Harvest,6509,17/05/23,15
turkey Harvest,7399.47,17/11/23,36
poultry Harvest,9568.56,27/04/23,21
hen Harvest,9318.17,12/08/23,86
fruit Investment,822.9,14/04/24,51
sprayer Investment,5373.57,03/09/22,9
fertilizer spreader Investment,5626.03,15/10/23,54
tractor Investment,3447.09,29/08/23,97
fruit Investment,8508.07,08/01/24,96
turkey Harvest,3244.93,04/11/23,67
goat Investment,3179.14,13/07/22,84
rubber Harvest,9755.38,23/02/23,48
cow Harvest,4622.5,08/03/23,18
horse Harvest,3366.72,23/11/23,18
hen Harvest,3094.74,11/10/23,63
millets Harvest,1236.46,21/05/22,89
fish Harvest,740.35,15/06/23,53
maize Investment,937.46,09/04/24,89
pulses Investment,7807.37,21/07/23,45
irrigation system Harvest,9740.17,29/11/22,30
turkey Investment,9485.55,08/04/24,88
poultry Investment,8585.43,01/08/22,51
hen Investment,1038.24,06/11/22,50
fruit Harvest,2639.32,22/06/22,75
pulses Investment,7501.53,18/05/22,58
fertilizer spreader Harvest,2318.76,07/10/23,51
goat Harvest,9230.66,16/05/24,10
plough Harvest,241.86,07/01/22,22
cows Harvest,4088.79,23/05/24,64
hen Harvest,1585.4,31/01/24,30
coconut Investment,3257.22,04/03/24,85
groundnut Harvest,688.43,13/10/23,65
coconut Harvest,2102.63,01/05/23,62
maize Investment,8324.91,01/08/22,26
fruit Harvest,3571.52,19/05/23,24
vegetable Harvest,1526.82,02/08/22,68
vegetable Harvest,6209.83,17/04/22,3
goat Harvest,3087.25,11/05/24,65
hen Investment,1763.78,19/07/22,23
tea Harvest,883.88,05/09/23,3
rice Investment,9689.29,03/09/23,37
fertilizer spreader Investment,8463.82,03/08/23,65
horse Investment,434.82,31/03/24,29
cotton Harvest,8059.04,10/08/22,51
poultry Investment,2446.8,06/09/22,27
coffee Harvest,7424.36,21/10/23,88
millets Investment,4793.52,24/08/23,39
cotton Investment,8171.86,02/01/24,56
sugarcane Harvest,119.71,18/06/23,20
cotton Harvest,1390.06,08/03/23,3
horse Harvest,862.47,29/01/23,66
duck Harvest,8167.28,24/09/22,85
cow Investment,468.49,27/05/23,47
buffalo Investment,6548.12,12/10/23,37
sprayer Investment,6867.12,03/02/24,66
fruit Investment,8465.65,08/03/22,62
plough Harvest,9016.4,16/04/24,47
millets Investment,534.06,01/11/22,12
harvester Investment,5852.28,23/11/22,26
tractor Investment,5784.82,19/01/22,63
goat Investment,3173.26,26/05/24,22
rubber Investment,5581.51,27/07/23,82
pig Harvest,1476.75,17/09/23,10
maize Harvest,2807.15,15/09/23,63
goats Harvest,6916,17/07/23,33
hen Harvest,3202.86,10/08/23,75
seed drill Harvest,4003.54,23/11/23,2
cotton Harvest,8202.2,16/09/22,34
harvester Harvest,3459.3,11/06/22,31
goats Harvest,9205.64,23/01/23,93
fish Investment,1173.5,31/08/23,86
goat Harvest,3953.13,15/02/22,75
sugarcane Harvest,5008.05,11/12/22,40
sprayer Harvest,6864.81,07/04/23,57
millets Harvest,1630.71,24/05/22,53
fertilizer spreader Harvest,5529.01,31/05/22,90
poultry Investment,8599.47,05/05/22,98
pig Harvest,3289.58,15/06/22,55
fruit Harvest,7085.02,16/07/23,52
pig Harvest,9305.02,08/04/22,95
goats Investment,4441.83,19/01/22,82
pig Harvest,7794.4,15/06/23,65
fertilizer spreader Harvest,5881.24,10/09/22,12
rice Harvest,9132.29,06/06/22,100
cotton Investment,6811.41,09/12/23,84
harvester Investment,8835.93,10/02/24,14
buffalo Investment,4575.81,02/01/24,18
rubber Investment,7261.53,26/10/23,21
hen Harvest,6634.98,21/04/23,77
coffee Harvest,6185.24,21/12/23,20
buffalo Investment,8948.15,27/12/23,28
goats Investment,3327.07,11/12/23,79
vegetable Harvest,2497.79,02/07/22,66
irrigation system Harvest,5779.17,11/05/23,79
tea Harvest,1089.85,12/08/23,89
horse Harvest,4936.94,30/05/22,45
goat Investment,9378.01,01/08/23,64
maize Harvest,1929.3,30/06/22,1
rice Investment,8358.46,09/05/22,33
sheep Harvest,6459.05,10/07/23,68
hen Harvest,8030.25,01/08/22,36
sugarcane Harvest,5358.23,22/04/23,10
horse Investment,6103.07,13/02/23,79
pig Investment,2989.28,30/05/22,18
goat Investment,4434.5,19/04/24,92
wheat Investment,7413.19,16/04/23,64
sheep Investment,9140.13,25/02/22,2
goat Harvest,3836.14,25/02/24,66
groundnut Harvest,9149.79,15/01/22,15
poultry Harvest,2624.27,10/06/24,41
fish Harvest,2466.12,20/05/24,76
hen Investment,2063.9,24/07/22,58
sheep Investment,1221,14/04/24,10
tea Investment,8737.46,26/01/23,97
vegetable Harvest,9258.13,31/03/22,72
wheat Harvest,8083.67,24/06/22,26
cows Investment,1406.1,18/06/22,90
coffee Harvest,1799.03,13/02/23,52
groundnut Harvest,2016.06,12/09/22,77
tea Harvest,7555,30/06/22,70
