sentence,item_start,item_end,amount_start,amount_end
"On Monday, Spent 34890 INR on purchasing mango saplings for my farm.",41,55,17,22
"On Monday, Bought cow today and paid 10817 rupees.",18,21,37,42
"Early morning, Invested 19205 for purchasing tractor repair.",45,59,24,29
"During the season, The expense for tractor repair was 17126 rupees.",35,49,54,59
"Yesterday, Spent 7293 INR on purchasing cow for my farm.",40,43,17,21
"In the evening, The expense for greenhouse setup was 4268 rupees.",32,48,53,57
Acquired wheat seeds by paying 1542 rupees.,9,20,31,35
"Just now, Used 3882 rupees to buy fertilizer.",34,44,15,19
Received 48708 rupees from selling fertilizer.,35,45,9,14
"Last month, Sold goat in the market and earned 31471 rupees.",17,21,47,52
"In the evening, Around noon, I spent 5774 rupees on greenhouse setup.",52,68,37,41
"Early morning, Sold onion seeds in the market and earned 1183 rupees.",20,31,57,61
"Recently, Used 12173 rupees to buy mango saplings.",35,49,15,20
"Recently, I gave 32620 rupees as investment for wheat seeds.",48,59,17,22
"Yesterday, Acquired rice seeds by paying 932 rupees.",20,30,41,44
"Early morning, Used 30013 rupees to buy mango saplings.",40,54,20,25
"Early morning, The cost of harvesting machine was 7813 rupees.",27,45,50,54
"Yesterday, Used 26525 rupees to buy solar water pump.",36,52,16,21
Harvested harvesting machine and sold for 37900 rupees.,10,28,42,47
"On Monday, Used 48277 rupees to buy tomato plants.",36,49,16,21
"During the season, I spent 3952 rupees on poultry feed last month.",42,54,27,31
"During the season, The cost of goat was 26383 rupees.",31,35,40,45
"Last month, I gave 26658 rupees as investment for pesticide.",50,59,19,24
"Recently, Paid 14801 rupees to buy irrigation pipe.",35,50,15,20
"Today, Sold wheat seeds in the market and earned 8988 rupees.",12,23,49,53
"During the season, Last week, rice seeds was sold for 11345 rupees.",30,40,54,59
"Early morning, Acquired greenhouse setup by paying 46706 rupees.",24,40,51,56
"Yesterday, Paid 42819 rupees to buy irrigation pipe.",36,51,16,21
"Today, Last week, jamun saplings was sold for 8483 rupees.",18,32,46,50
I gave 28354 rupees as investment for harvesting machine.,38,56,7,12
"In the evening, Around noon, I spent 5321 rupees on duck feed.",52,61,37,41
"Just now, Purchased tractor repair at 37821 rupees.",20,34,38,43
"Yesterday, Sold jamun saplings in the market and earned 5321 rupees.",16,30,56,60
"Just now, Harvest of pesticide brought in 27337 INR.",21,30,42,47
"During the season, I invested 35215 rupees for buying poultry feed.",54,66,30,35
"Today, Harvest of irrigation pipe brought in 14053 INR.",18,33,45,50
"Today, Last week, duck feed was sold for 34056 rupees.",18,27,41,46
"Recently, Amount paid for cow was 26957 rupees.",26,29,34,39
"Just now, I invested 2498 rupees for buying duck feed.",44,53,21,25
"Today, Amount paid for rice seeds was 48694 rupees.",23,33,38,43
"In the evening, Cost of pesticide amounted to 40207 rupees.",24,33,46,51
"Just now, Bought harvesting machine today and paid 435 rupees.",17,35,51,54
"Yesterday, I spent 26707 rupees on duck feed last month.",35,44,19,24
"On Monday, Used 30227 rupees to buy harvesting machine.",36,54,16,21
"Last month, Purchased wheat seeds at 24810 rupees.",22,33,37,42
"Yesterday, Used 8467 rupees to buy banana plants.",35,48,16,20
"Recently, Used 28064 rupees to buy goat.",35,39,15,20
Paid 38211 rupees to buy duck feed.,25,34,5,10
"Last month, Harvest of harvesting machine brought in 20385 INR.",23,41,53,58
"Today, Paid 43610 rupees to buy coconut trees.",32,45,12,17
Paid 40263 rupees to buy irrigation pipe.,25,40,5,10
"Early morning, Acquired goat by paying 27483 rupees.",24,28,39,44
"Just now, Purchased rice seeds at 42106 rupees.",20,30,34,39
"Early morning, The cost of fertilizer was 32173 rupees.",27,37,42,47
"Today, Purchased goat at 29166 rupees.",17,21,25,30
"Last month, Used 10948 rupees to buy solar water pump.",37,53,17,22
"Last month, I spent 18581 rupees on organic compost last month.",36,51,20,25
"In the evening, Amount paid for harvesting machine was 17311 rupees.",32,50,55,60
"Yesterday, Used 13543 rupees to buy organic compost.",36,51,16,21
"In the evening, Last week, goat was sold for 10949 rupees.",27,31,45,50
"Early morning, Bought greenhouse setup today and paid 6885 rupees.",22,38,54,58
"Early morning, Cost of harvesting machine amounted to 30006 rupees.",23,41,54,59
"In the evening, Used 24950 rupees to buy fertilizer.",41,51,21,26
"In the evening, Received 43442 rupees from selling tractor repair.",51,65,25,30
"Just now, Used 30489 rupees to buy fertilizer.",35,45,15,20
"Early morning, Sold tomato plants in the market and earned 29892 rupees.",20,33,59,64
"Early morning, Used 7508 rupees to buy harvesting machine.",39,57,20,24
"Last month, Used 31471 rupees to buy cow.",37,40,17,22
"On Monday, Cost of mango saplings amounted to 31508 rupees.",19,33,46,51
"Around noon, I spent 43188 rupees on tomato plants.",37,50,21,26
"During the season, Paid 18456 rupees to buy banana plants.",44,57,24,29
Cost of tractor repair amounted to 35515 rupees.,8,22,35,40
"Early morning, Received 33034 rupees from selling tractor repair.",50,64,24,29
"In the evening, Bought goat today and paid 7779 rupees.",23,27,43,47
"Early morning, Received 35970 rupees from selling tractor repair.",50,64,24,29
"Today, I spent 20327 rupees on harvesting machine last month.",31,49,15,20
"In the evening, Harvest of greenhouse setup brought in 8084 INR.",27,43,55,59
"Last month, Invested 37821 for purchasing harvesting machine.",42,60,21,26
"Early morning, Spent 24824 INR on purchasing greenhouse setup for my farm.",45,61,21,26
"In the evening, Received 44293 rupees from selling solar water pump.",51,67,25,30
I invested 22580 rupees for buying banana plants.,35,48,11,16
"During the season, Used 25138 rupees to buy cow.",44,47,24,29
"Just now, Received 20448 rupees from selling harvesting machine.",45,63,19,24
"In the evening, Sold rice seeds in the market and earned 43610 rupees.",21,31,57,62
"Today, Invested 17311 for purchasing goat.",37,41,16,21
The expense for coconut trees was 48853 rupees.,16,29,34,39
"Early morning, The cost of solar water pump was 6264 rupees.",27,43,48,52
"On Monday, Around noon, I spent 42190 rupees on fertilizer.",48,58,32,37
"Today, Used 39338 rupees to buy irrigation pipe.",32,47,12,17
"Last month, Sold onion seeds in the market and earned 46308 rupees.",17,28,54,59
Amount paid for coconut trees was 24119 rupees.,16,29,34,39
"Yesterday, Bought wheat seeds today and paid 18456 rupees.",18,29,45,50
Harvested pesticide and sold for 21098 rupees.,10,19,33,38
"Recently, Harvested wheat seeds and sold for 25944 rupees.",20,31,45,50
"Last month, Purchased banana plants at 1697 rupees.",22,35,39,43
"Last month, Purchased harvesting machine at 45560 rupees.",22,40,44,49
"Early morning, Harvested banana plants and sold for 44577 rupees.",25,38,52,57
"During the season, Bought fertilizer today and paid 41918 rupees.",26,36,52,57
"Recently, I spent 39594 rupees on tomato plants last month.",34,47,18,23
"On Monday, I spent 38211 rupees on irrigation pipe last month.",35,50,19,24
"Today, Around noon, I spent 5573 rupees on harvesting machine.",43,61,28,32
"Last month, The expense for greenhouse setup was 44685 rupees.",28,44,49,54
"Recently, Harvest of organic compost brought in 16535 INR.",21,36,48,53
"Last month, Around noon, I spent 19863 rupees on rice seeds.",49,59,33,38
"Last month, Purchased harvesting machine at 43627 rupees.",22,40,44,49
"On Monday, The expense for tomato plants was 2163 rupees.",27,40,45,49
"During the season, Spent 43188 INR on purchasing wheat seeds for my farm.",49,60,25,30
"On Monday, Harvested fertilizer and sold for 15457 rupees.",21,31,45,50
"Recently, Acquired goat by paying 31670 rupees.",19,23,34,39
"Just now, The expense for goat was 24273 rupees.",26,30,35,40
"Just now, I spent 23998 rupees on goat last month.",34,38,18,23
"Just now, I spent 7687 rupees on harvesting machine last month.",33,51,18,22
"Recently, The expense for duck feed was 41055 rupees.",26,35,40,45
"During the season, Spent 25857 INR on purchasing solar water pump for my farm.",49,65,25,30
"Just now, Used 8808 rupees to buy coconut trees.",34,47,15,19
The expense for onion seeds was 28901 rupees.,16,27,32,37
"Recently, Purchased tomato plants at 16746 rupees.",20,33,37,42
"Last month, Last week, irrigation pipe was sold for 46222 rupees.",23,38,52,57
Spent 48066 INR on purchasing banana plants for my farm.,30,43,6,11
I gave 11298 rupees as investment for goat.,38,42,7,12
"Early morning, Spent 5040 INR on purchasing irrigation pipe for my farm.",44,59,21,25
"Recently, Harvest of greenhouse setup brought in 8706 INR.",21,37,49,53
I gave 19125 rupees as investment for onion seeds.,38,49,7,12
"During the season, Purchased solar water pump at 40040 rupees.",29,45,49,54
"In the evening, Used 39467 rupees to buy organic compost.",41,56,21,26
"Yesterday, Bought organic compost today and paid 20737 rupees.",18,33,49,54
I gave 24019 rupees as investment for goat.,38,42,7,12
"Recently, I gave 24655 rupees as investment for tractor repair.",48,62,17,22
"Recently, Invested 41231 for purchasing organic compost.",40,55,19,24
Harvest of harvesting machine brought in 48697 INR.,11,29,41,46
"Yesterday, Bought tractor repair today and paid 15679 rupees.",18,32,48,53
"On Monday, Sold onion seeds in the market and earned 38200 rupees.",16,27,53,58
Paid 36381 rupees to buy wheat seeds.,25,36,5,10
"Just now, Spent 45493 INR on purchasing jamun saplings for my farm.",40,54,16,21
"During the season, Harvest of solar water pump brought in 24019 INR.",30,46,58,63
"Early morning, Harvest of organic compost brought in 615 INR.",26,41,53,56
"During the season, The cost of greenhouse setup was 3113 rupees.",31,47,52,56
"Yesterday, I spent 13061 rupees on tomato plants last month.",35,48,19,24
"In the evening, Spent 3714 INR on purchasing greenhouse setup for my farm.",45,61,22,26
"Today, Paid 15559 rupees to buy goat.",32,36,12,17
"Last month, Paid 29721 rupees to buy goat.",37,41,17,22
"In the evening, Harvested tractor repair and sold for 3779 rupees.",26,40,54,58
"Early morning, Received 30677 rupees from selling wheat seeds.",50,61,24,29
"Today, Paid 24507 rupees to buy goat.",32,36,12,17
"During the season, Around noon, I spent 48566 rupees on poultry feed.",56,68,40,45
"During the season, Purchased tomato plants at 41230 rupees.",29,42,46,51
"On Monday, Spent 33238 INR on purchasing duck feed for my farm.",41,50,17,22
"Recently, The expense for tomato plants was 7745 rupees.",26,39,44,48
"Last month, Paid 42265 rupees to buy jamun saplings.",37,51,17,22
"Early morning, Paid 39811 rupees to buy poultry feed.",40,52,20,25
"Today, I spent 49278 rupees on harvesting machine last month.",31,49,15,20
"Last month, The cost of jamun saplings was 5912 rupees.",24,38,43,47
"On Monday, Received 22207 rupees from selling coconut trees.",46,59,20,25
"During the season, I spent 40425 rupees on goat last month.",43,47,27,32
"During the season, Received 25745 rupees from selling pesticide.",54,63,28,33
"Yesterday, Cost of onion seeds amounted to 42349 rupees.",19,30,43,48
Received 38403 rupees from selling jamun saplings.,35,49,9,14
"On Monday, Around noon, I spent 6445 rupees on cow.",47,50,32,36
"In the evening, Paid 3127 rupees to buy cow.",40,43,21,25
"Just now, Last week, rice seeds was sold for 615 rupees.",21,31,45,48
"Around noon, I spent 43434 rupees on pesticide.",37,46,21,26
"Last month, Spent 33945 INR on purchasing mango saplings for my farm.",42,56,18,23
"Early morning, Bought banana plants today and paid 33550 rupees.",22,35,51,56
"Recently, Paid 6869 rupees to buy coconut trees.",34,47,15,19
"Recently, I spent 33142 rupees on irrigation pipe last month.",34,49,18,23
"Last month, Spent 318 INR on purchasing organic compost for my farm.",40,55,18,21
"Yesterday, Around noon, I spent 48566 rupees on coconut trees.",48,61,32,37
"Just now, Purchased fertilizer at 34404 rupees.",20,30,34,39
"Today, I gave 28834 rupees as investment for pesticide.",45,54,14,19
"Last month, Amount paid for mango saplings was 48277 rupees.",28,42,47,52
"Yesterday, Used 30089 rupees to buy onion seeds.",36,47,16,21
"Last month, Harvest of banana plants brought in 32516 INR.",23,36,48,53
"Today, Acquired irrigation pipe by paying 13002 rupees.",16,31,42,47
"In the evening, Sold goat in the market and earned 12591 rupees.",21,25,51,56
"During the season, Invested 36361 for purchasing jamun saplings.",49,63,28,33
"Today, Invested 37400 for purchasing tomato plants.",37,50,16,21
"In the evening, Harvest of cow brought in 7813 INR.",27,30,42,46
"On Monday, The expense for irrigation pipe was 48598 rupees.",27,42,47,52
"In the evening, Invested 24193 for purchasing banana plants.",46,59,25,30
"On Monday, Used 31109 rupees to buy tractor repair.",36,50,16,21
"On Monday, Invested 162 for purchasing tomato plants.",39,52,20,23
"Recently, Paid 18806 rupees to buy pesticide.",35,44,15,20
"Last month, Bought duck feed today and paid 12074 rupees.",19,28,44,49
"Last month, Spent 44826 INR on purchasing mango saplings for my farm.",42,56,18,23
"On Monday, Around noon, I spent 34268 rupees on harvesting machine.",48,66,32,37
Harvested wheat seeds and sold for 26521 rupees.,10,21,35,40
"Last month, Purchased coconut trees at 28446 rupees.",22,35,39,44
"Yesterday, Paid 11345 rupees to buy tractor repair.",36,50,16,21
"Recently, The expense for jamun saplings was 9151 rupees.",26,40,45,49
"Early morning, Sold rice seeds in the market and earned 2520 rupees.",20,30,56,60
"Today, The expense for greenhouse setup was 8169 rupees.",23,39,44,48
"Yesterday, Acquired goat by paying 28358 rupees.",20,24,35,40
"On Monday, I invested 40501 rupees for buying onion seeds.",46,57,22,27
"Just now, The cost of mango saplings was 21525 rupees.",22,36,41,46
Harvested jamun saplings and sold for 48908 rupees.,10,24,38,43
"Early morning, Purchased harvesting machine at 20145 rupees.",25,43,47,52
"In the evening, Sold rice seeds in the market and earned 16759 rupees.",21,31,57,62
"During the season, Used 9149 rupees to buy pesticide.",43,52,24,28
"Just now, Harvest of tractor repair brought in 5270 INR.",21,35,47,51
"Recently, Used 31670 rupees to buy cow.",35,38,15,20
